"","Reductions","values"
"1",0,1
"2",1,0.988948461029104
"3",2,0.973810172477522
"4",3,0.961762392107029
"5",4,0.949994252745693
"6",5,0.936649282613243
"7",6,0.922983437398425
"8",7,0.91182111090896
"9",8,0.898087510859124
"10",9,0.88530758191123
"11",10,0.874039878592441
"12",11,0.861970928229661
"13",12,0.848758240569164
"14",13,0.838143555401746
"15",14,0.825711253263233
"16",15,0.811338649974826
"17",16,0.799506393951113
"18",17,0.786804543054565
"19",18,0.772227416244099
"20",19,0.759416828174159
"21",20,0.746849033472112
"22",21,0.735541263597806
"23",22,0.722242755309268
"24",23,0.709560525652042
"25",24,0.699450424220099
"26",25,0.686074073571614
"27",26,0.675780521632001
"28",27,0.664348150656328
"29",28,0.653891591950203
"30",29,0.642489233315099
"31",30,0.632509068659312
"32",31,0.620673242833677
"33",32,0.610383371446764
"34",33,0.600560105221696
"35",34,0.59040449074882
"36",35,0.581405681234154
"37",36,0.569781649564995
"38",37,0.557433576336455
"39",38,0.546764099260511
"40",39,0.536381177320086
"41",40,0.524418661578423
"42",41,0.514209681346042
"43",42,0.502939516022006
"44",43,0.494953498757763
"45",44,0.485518224966136
"46",45,0.474335326931982
"47",46,0.463774683688271
"48",47,0.452486352916441
"49",48,0.442243170894995
"50",49,0.431947030079224
"51",50,0.421572486544015
"52",51,0.410174826119861
"53",52,0.400827936586011
"54",53,0.389321506314309
"55",54,0.37690309462941
"56",55,0.366033762521075
"57",56,0.354201460083561
"58",57,0.344287716253335
"59",58,0.334700193878692
"60",59,0.323119446496958
"61",60,0.31279722315554
"62",61,0.304022395385172
"63",62,0.297112483087126
"64",63,0.289248190861403
"65",64,0.280166535781564
"66",65,0.270272142853352
"67",66,0.262076447853256
"68",67,0.252643987907485
"69",68,0.243794205964868
"70",69,0.235837284733632
"71",70,0.229059029458746
"72",71,0.220305676959995
"73",72,0.211956890895683
"74",73,0.203566029895268
"75",74,0.195403494977979
"76",75,0.187243045645875
"77",76,0.180359914871292
"78",77,0.170270261307029
"79",78,0.163529745405742
"80",79,0.155424907664868
"81",80,0.146861179223515
"82",81,0.138755086931466
"83",82,0.130848844584377
"84",83,0.123706936512592
"85",84,0.115061149357221
"86",85,0.106509440913537
"87",86,0.0981497049027838
"88",87,0.0905532452951673
"89",88,0.0833083697788438
"90",89,0.0759783402609481
"91",90,0.0676523193652764
"92",91,0.0595805057080361
"93",92,0.0531553336846797
"94",93,0.0469833440763228
"95",94,0.0395955940397291
"96",95,0.0319738760339527
"97",96,0.0253241516799971
"98",97,0.0196239935115203
"99",98,0.0131588644805037
"100",99,0.00701583454587198
"101",100,0
