"","Reductions","values"
"1",0,1
"2",1,0.996266620742569
"3",2,0.991852310590014
"4",3,0.986997950507389
"5",4,0.982304076015301
"6",5,0.976536711223246
"7",6,0.972903356308229
"8",7,0.966615712213698
"9",8,0.961643833931313
"10",9,0.955250800216025
"11",10,0.947988584949446
"12",11,0.941005556936246
"13",12,0.932886645116385
"14",13,0.924307722394258
"15",14,0.915144374438356
"16",15,0.904401512236632
"17",16,0.894267368334727
"18",17,0.884745449812587
"19",18,0.873791078440585
"20",19,0.863552347905114
"21",20,0.85292877983509
"22",21,0.84223030266204
"23",22,0.831643642478359
"24",23,0.820996523303758
"25",24,0.809790631592325
"26",25,0.79747408436328
"27",26,0.786854626005149
"28",27,0.776393985239997
"29",28,0.765393842419454
"30",29,0.755081046642442
"31",30,0.744281781941874
"32",31,0.730680794836204
"33",32,0.719747353185094
"34",33,0.707998422804751
"35",34,0.696538497467529
"36",35,0.684563936603312
"37",36,0.676092611973505
"38",37,0.66523037198904
"39",38,0.654916078211599
"40",39,0.645370953176165
"41",40,0.635929554402805
"42",41,0.625552765683279
"43",42,0.616167968273141
"44",43,0.608710553334943
"45",44,0.598167268329642
"46",45,0.58966354800064
"47",46,0.57988705333886
"48",47,0.56975459028224
"49",48,0.55915214028646
"50",49,0.548918529411386
"51",50,0.53778601398814
"52",51,0.524708332518533
"53",52,0.512635912501735
"54",53,0.50097195005857
"55",54,0.490403478655893
"56",55,0.478858421198251
"57",56,0.467818272655447
"58",57,0.455137585794711
"59",58,0.445884081302955
"60",59,0.434033379878652
"61",60,0.420991367154836
"62",61,0.409126029732969
"63",62,0.396850676782287
"64",63,0.385549621645976
"65",64,0.372987199209114
"66",65,0.362868293315511
"67",66,0.352495139396028
"68",67,0.341085450688391
"69",68,0.331397850180503
"70",69,0.323467540439497
"71",70,0.312175453279182
"72",71,0.301295986114035
"73",72,0.29039153824256
"74",73,0.277872880872451
"75",74,0.26579587899191
"76",75,0.254727262174196
"77",76,0.242886854519995
"78",77,0.232727066052554
"79",78,0.221686845836359
"80",79,0.212021233226421
"81",80,0.201953844610169
"82",81,0.19178669008134
"83",82,0.182834078411178
"84",83,0.173331005001203
"85",84,0.164589925593431
"86",85,0.155570647206629
"87",86,0.14672611948424
"88",87,0.137221011467699
"89",88,0.127404907803218
"90",89,0.11714423079748
"91",90,0.108031826432779
"92",91,0.0974705332140129
"93",92,0.0883210682038895
"94",93,0.0777652958840131
"95",94,0.0664724319843728
"96",95,0.055745007327961
"97",96,0.045661485345753
"98",97,0.0349019475930913
"99",98,0.0238276005604588
"100",99,0.0126016959692305
"101",100,0
