"","totalEntropies$V4","totalEntropies$V4.1","totalEntropies$V4.2","totalEntropies$V4.3","totalEntropies$V4.4","totalEntropies$V4.5","totalEntropies$V4.6","totalEntropies$V4.7","totalEntropies$V4.8","totalEntropies$V4.9","totalEntropies$V4.10","totalEntropies$V4.11","totalEntropies$V4.12","totalEntropies$V4.13","totalEntropies$V4.14","totalEntropies$V4.15","totalEntropies$V4.16","totalEntropies$V4.17","totalEntropies$V4.18","totalEntropies$V4.19","totalEntropies$V4.20","totalEntropies$V4.21","totalEntropies$V4.22","totalEntropies$V4.23","totalEntropies$V4.24","totalEntropies$V4.25","totalEntropies$V4.26","totalEntropies$V4.27","totalEntropies$V4.28","totalEntropies$V4.29","totalEntropies$V4.30","totalEntropies$V4.31","totalEntropies$V4.32","totalEntropies$V4.33","totalEntropies$V4.34","totalEntropies$V4.35","totalEntropies$V4.36","totalEntropies$V4.37","totalEntropies$V4.38","totalEntropies$V4.39","totalEntropies$V4.40","totalEntropies$V4.41","totalEntropies$V4.42","totalEntropies$V4.43","totalEntropies$V4.44","totalEntropies$V4.45","totalEntropies$V4.46","totalEntropies$V4.47","totalEntropies$V4.48","totalEntropies$V4.49"
"22",0.726251274413198,0.730653761994784,0.696860253822366,0.710113134879878,0.759292882387712,0.733410464213823,0.728129129154768,0.727916922778488,0.765285103078301,0.69311836039846,0.718723307272435,0.688933826030903,0.653830906581836,0.743675064153092,0.725628759065952,0.740466624034472,0.684192808048509,0.739921269753458,0.782909213175818,0.723294662436901,0.741927691541118,0.747309037231018,0.721591661790678,0.754079173693383,0.729280465169281,0.742778973609406,0.727267505603554,0.702008140755747,0.747329529513088,0.701004965332197,0.761578209769834,0.76577412992674,0.732694685961746,0.753817357223332,0.755653525365933,0.794641050239923,0.74519600251155,0.725844222222411,0.74080186545979,0.684015313017698,0.742963045127341,0.76230553859487,0.724480488244536,0.707664550754144,0.768169067034646,0.795098030839671,0.722184565666232,0.74317469651819,0.687423855640381,0.719238425755381
"23",0.726251274413198,0.730653761994784,0.682988215360249,0.692547870869231,0.745337530054553,0.714844781009931,0.718118336872522,0.726317675592534,0.737759339224084,0.674755385819397,0.705556440718123,0.666499593702882,0.63376161468741,0.720826998833112,0.717291468230846,0.738519013732054,0.667358196249736,0.723486545250317,0.780406986085682,0.700305677342163,0.739943595050734,0.72641172613582,0.701145860017402,0.746332118449574,0.720063348309631,0.732216512959088,0.707253126417474,0.693659215819633,0.747329529513088,0.695017622416642,0.74384092148959,0.76577412992674,0.732694685961746,0.744466738346468,0.734964067559043,0.783257689976213,0.726560500876573,0.706927252032531,0.720099904646746,0.675291591771224,0.728718338328959,0.753488496036405,0.704715941643594,0.701703814300192,0.747174652012504,0.777584959398001,0.711629682141734,0.74317469651819,0.678752731659125,0.703584212493239
"24",0.70944705062518,0.728041516332839,0.682988215360249,0.690154789639594,0.724956988375135,0.705654115867191,0.694196576087523,0.72471842840658,0.731158736153131,0.674755385819397,0.705556440718123,0.649322760507301,0.626162792387337,0.702090385092256,0.714632262292557,0.729405333879708,0.667358196249736,0.723486545250317,0.763717106412207,0.681631779749399,0.732643277617518,0.706285723958253,0.695058827310705,0.723400379318825,0.706763978863118,0.732216512959088,0.682175085673295,0.693659215819633,0.729023867001133,0.686601579335574,0.723027963637525,0.756707424563847,0.722609827417134,0.73676252431061,0.714979442322718,0.781549617151855,0.724761504646976,0.682617664784275,0.702710330935097,0.675291591771224,0.705504300014283,0.743142237816394,0.680801279697147,0.678442186021503,0.745403172956256,0.758248821545137,0.711629682141734,0.730033530105182,0.669168959866688,0.68383132421707
"25",0.69343500199094,0.706255335350826,0.681348993508005,0.672755864811126,0.724956988375135,0.685311405076636,0.684185783805278,0.708797778040573,0.724558133082178,0.65216753264671,0.68012712910925,0.63306713360183,0.618563970087263,0.700440865847956,0.708076665985653,0.727457723577289,0.647999658423998,0.714966337532228,0.745350709606071,0.66123699942869,0.713868615048812,0.698186160734074,0.687317447332032,0.706250708744535,0.695764719941418,0.708511726676414,0.673993844904394,0.675897535027338,0.720824876355414,0.686601579335574,0.715777525107361,0.746854460784504,0.722609827417134,0.734305240269644,0.714979442322718,0.77526490575939,0.715457219185479,0.658308077536018,0.678514765754902,0.654015585804566,0.68720278865074,0.737430106653157,0.663613593705531,0.672481449567551,0.725281238070288,0.755486516137585,0.709771237095495,0.730033530105182,0.662350871176669,0.676090029531099
"26",0.687516924513161,0.706255335350826,0.66356122650706,0.656004296203667,0.718889384611855,0.666028260075528,0.65931071070625,0.708797778040573,0.705815896003222,0.631181275984924,0.677804934511457,0.614263378714832,0.609341265355763,0.680054732862801,0.69886186374046,0.704375915838073,0.646308602787019,0.707946320487949,0.720452170002631,0.653184272337211,0.694322589774409,0.682595876385653,0.687317447332032,0.697688265204281,0.677303807814574,0.68976350990847,0.673993844904394,0.666669874175889,0.719072736834414,0.686601579335574,0.704214770745103,0.726338376709952,0.713329732300763,0.72824743107479,0.713233695125124,0.761651462368183,0.694136688562098,0.642536030031795,0.678514765754902,0.654015585804566,0.664813878841824,0.715161894479454,0.648152430049574,0.655699910072167,0.715220270627304,0.730762359242069,0.698301041373941,0.718445220340244,0.634858538615666,0.653175341990332
"27",0.668454881425783,0.695453031332439,0.64396418101848,0.648501374404251,0.695235395561973,0.656837594932788,0.640041634842101,0.708797778040573,0.696537830492419,0.621198990439943,0.657809604631067,0.612448139994321,0.587648091029912,0.659693292940893,0.690524572905353,0.686934889445444,0.627100184095402,0.687905523704149,0.720452170002631,0.644283984563871,0.669831174092035,0.659337751110193,0.687317447332032,0.678736066435788,0.675521665752523,0.68976350990847,0.663203170871677,0.642862010201439,0.716457642189849,0.66488773309623,0.682753046293075,0.704225877703082,0.695429252447826,0.707899788480057,0.687306995725451,0.747196767365711,0.692337692332502,0.635122337474122,0.656926329162718,0.654015585804566,0.643643539749834,0.696763201531752,0.636646114001513,0.637154535058688,0.703414342911971,0.728000053834517,0.678884740670867,0.716127558387257,0.615498756898745,0.643779718259594
"28",0.666846453181273,0.695453031332439,0.635486237709265,0.638605371375199,0.670744529951466,0.640924152186595,0.640041634842101,0.707198530854619,0.696537830492419,0.608948236922741,0.650528930555113,0.600350578329765,0.573905863572505,0.642459766597118,0.673665154157507,0.667546252750397,0.625409128458423,0.668492875489646,0.71877565286997,0.644283984563871,0.656608268823643,0.64531352831072,0.670848270626624,0.655804327305039,0.673739523690473,0.675280909490523,0.648407658213228,0.642862010201439,0.705643556899565,0.643830878413058,0.682753046293075,0.702629462770765,0.68404026168268,0.701841979285204,0.687306995725451,0.72353765602337,0.690538696102905,0.633538017612308,0.630983961798946,0.641016865241107,0.61942294876392,0.687181551142514,0.634069253392187,0.616989137849383,0.700770383719548,0.706977441342912,0.678884740670867,0.693853595035046,0.603149302003891,0.623334141753349
"29",0.657711519214472,0.671209976935011,0.611166122212127,0.637001983058786,0.663027859357615,0.638271911728896,0.617883646381068,0.707198530854619,0.696537830492419,0.606324954840017,0.64820673595732,0.597641307178853,0.566307041272432,0.622073633611963,0.667109557850602,0.641557607279076,0.605217720242699,0.647713212187071,0.69222569335158,0.620447438787271,0.630103055014911,0.643747466761773,0.649587677886419,0.645586323678113,0.671957381628422,0.654130369224836,0.639365330519886,0.634513085265324,0.695692426732846,0.620489778814644,0.667328308885283,0.694372913923739,0.676394153976745,0.701841979285204,0.669927924494659,0.703984312149652,0.672629525942891,0.625344023642714,0.613594388087297,0.630780113852313,0.609859628829268,0.667230402497198,0.627716658562777,0.609408379199605,0.678004489641158,0.706977441342912,0.678884740670867,0.674524248067992,0.603149302003891,0.617247176112146
"30",0.651793441736693,0.651174026627198,0.602688178902912,0.617999669913906,0.660566602257097,0.621456654267075,0.610761766695705,0.691277880488612,0.685465838415093,0.587252352039949,0.637362064000801,0.597641307178853,0.551109396672285,0.622073633611963,0.646713421754381,0.639609996976657,0.605217720242699,0.640693195142792,0.672207876630494,0.60588433901029,0.616273782854177,0.637985274004172,0.639711124930799,0.62346997284381,0.665400138658076,0.652418998891827,0.632932436090359,0.616751404473029,0.684878341442562,0.620489778814644,0.657002200783297,0.674643088265636,0.660932424962485,0.68068345749051,0.650984213885363,0.682033273631668,0.661526244251797,0.619514650946855,0.591145625090677,0.614732338945258,0.59825260967193,0.648067101718722,0.627716658562777,0.609408379199605,0.662140734486622,0.6904036088976,0.655001216378576,0.667257784992945,0.579170801893315,0.601592962850004
"31",0.651793441736693,0.630431433578169,0.585562235649092,0.617999669913906,0.660566602257097,0.603048722137002,0.600750974413459,0.675357230122605,0.67886523534414,0.572378316440023,0.613488645957273,0.587331810375099,0.540287118793245,0.608114452693539,0.644931727226179,0.623128198013715,0.59730456653387,0.633673178098514,0.655517996957019,0.603315895600483,0.616273782854177,0.620196642293185,0.621587600953415,0.601353622009507,0.657060753625679,0.646122154591506,0.616388577092535,0.604315557025771,0.673201301028712,0.618061078649132,0.639402459376803,0.654913262607533,0.64629991993042,0.678226173449544,0.629434949270534,0.680325200807311,0.642890742616819,0.600738324695961,0.571303990682069,0.605252102627625,0.579125969802626,0.646514646021108,0.621364063733368,0.603447642745652,0.662140734486622,0.688552836695645,0.648163222946556,0.667257784992945,0.572352713203296,0.599123851815483
