"","Reductions","values"
"1",0,1
"2",1,0.995968368571462
"3",2,0.991909829676463
"4",3,0.987932343526698
"5",4,0.98404390114859
"6",5,0.980287992991561
"7",6,0.976283741565296
"8",7,0.972562030083336
"9",8,0.968950139468087
"10",9,0.965369968556225
"11",10,0.961108748372655
"12",11,0.956779490760126
"13",12,0.952182226955969
"14",13,0.947850393124537
"15",14,0.943846081458715
"16",15,0.938819497344139
"17",16,0.933694232923305
"18",17,0.92717237711799
"19",18,0.920901022225521
"20",19,0.914786588152967
"21",20,0.908961421421294
"22",21,0.901993740875874
"23",22,0.896587908386783
"24",23,0.891085031905704
"25",24,0.884349273213481
"26",25,0.876221372537099
"27",26,0.868829905322788
"28",27,0.861908796904012
"29",28,0.856528922234834
"30",29,0.852183229435066
"31",30,0.848618586710324
"32",31,0.84383134754753
"33",32,0.838364296386963
"34",33,0.834731437652263
"35",34,0.831853222935412
"36",35,0.829048738854215
"37",36,0.828138136288708
"38",37,0.826957905786523
"39",38,0.824619959514147
"40",39,0.821369019972973
"41",40,0.818160353459318
"42",41,0.812873545637057
"43",42,0.807384518561906
"44",43,0.799460717025789
"45",44,0.790240871443479
"46",45,0.78054616147866
"47",46,0.769644340485211
"48",47,0.755460130173327
"49",48,0.741591374638063
"50",49,0.726821573127148
"51",50,0.711110503760748
"52",51,0.695213346544727
"53",52,0.680314406860475
"54",53,0.66350786158342
"55",54,0.644980576098457
"56",55,0.630610414444287
"57",56,0.617345064632582
"58",57,0.603644938351742
"59",58,0.590137969426515
"60",59,0.579351881503401
"61",60,0.569484230455067
"62",61,0.559027867410053
"63",62,0.550754590415046
"64",63,0.546582947926734
"65",64,0.543473318576169
"66",65,0.540414982334847
"67",66,0.538724013862151
"68",67,0.53729426293061
"69",68,0.534236016987354
"70",69,0.53274319102241
"71",70,0.530529987093781
"72",71,0.525991706533594
"73",72,0.518577698008025
"74",73,0.511497670683689
"75",74,0.500853421066453
"76",75,0.487842052419681
"77",76,0.476341631461978
"78",77,0.464586972302635
"79",78,0.45101257345261
"80",79,0.436459115566111
"81",80,0.422246866234588
"82",81,0.408943112092364
"83",82,0.395777167556131
"84",83,0.381213895067538
"85",84,0.366748717485748
"86",85,0.350152117324434
"87",86,0.330864088037732
"88",87,0.313536399870411
"89",88,0.29258328451171
"90",89,0.272708550730067
"91",90,0.252564818915151
"92",91,0.233688203772872
"93",92,0.212865134805542
"94",93,0.194865637053029
"95",94,0.173223502990321
"96",95,0.150030851050699
"97",96,0.125983214517184
"98",97,0.0962681747839307
"99",98,0.0692481345114022
"100",99,0.0368833717903064
"101",100,0
