"","Reductions","values"
"1",0,1
"2",1,0.986128190568458
"3",2,0.973945160353081
"4",3,0.957075285817151
"5",4,0.946200263114022
"6",5,0.937128523326575
"7",6,0.922549298197812
"8",7,0.91364189543543
"9",8,0.901972684742252
"10",9,0.893011738498601
"11",10,0.876812045200216
"12",11,0.867243125585687
"13",12,0.850356001880658
"14",13,0.834564521971318
"15",14,0.822625019191284
"16",15,0.807738145974605
"17",16,0.797573464712157
"18",17,0.781862307981159
"19",18,0.771381028136684
"20",19,0.759536372080882
"21",20,0.74864772907184
"22",21,0.735975522842963
"23",22,0.727060705642745
"24",23,0.712018595213181
"25",24,0.703897658217455
"26",25,0.693118808383293
"27",26,0.680615725738261
"28",27,0.666390510324438
"29",28,0.655714364251536
"30",29,0.643867439990877
"31",30,0.6384144147604
"32",31,0.624556202581612
"33",32,0.614188850126083
"34",33,0.601554226112776
"35",34,0.594195844881076
"36",35,0.581098753680991
"37",36,0.570731246308853
"38",37,0.560092509239432
"39",38,0.548400518357933
"40",39,0.538674902940493
"41",40,0.526980691888485
"42",41,0.516750866651284
"43",42,0.507585654948247
"44",43,0.49769903434347
"45",44,0.489070249676776
"46",45,0.475286378570713
"47",46,0.466725404730103
"48",47,0.460233387621706
"49",48,0.449484653666168
"50",49,0.44029111222114
"51",50,0.430902260479038
"52",51,0.418162747145972
"53",52,0.408208387638795
"54",53,0.394771214350631
"55",54,0.383670315300157
"56",55,0.372732010492927
"57",56,0.364562492505115
"58",57,0.355191034242804
"59",58,0.34656677151646
"60",59,0.336673430495349
"61",60,0.324150494512301
"62",61,0.313754758292142
"63",62,0.303536953227205
"64",63,0.296062277739046
"65",64,0.284905331651338
"66",65,0.276727954944877
"67",66,0.267532042791154
"68",67,0.259186295046717
"69",68,0.250345363740335
"70",69,0.241205141151273
"71",70,0.230476787836397
"72",71,0.2225544093548
"73",72,0.216837532043741
"74",73,0.204007458347322
"75",74,0.197256447110771
"76",75,0.187867350388653
"77",76,0.179905514850531
"78",77,0.171251634323646
"79",78,0.163913528903318
"80",79,0.15692262068696
"81",80,0.147542769376633
"82",81,0.139928373305516
"83",82,0.131297826702345
"84",83,0.122096296992517
"85",84,0.112724497404006
"86",85,0.108955993456733
"87",86,0.103711671709583
"88",87,0.0954935385741997
"89",88,0.0885027729378988
"90",89,0.0789767352012096
"91",90,0.0714968353664882
"92",91,0.064690202703344
"93",92,0.0567839065083442
"94",93,0.0503057406977879
"95",94,0.0421816970481241
"96",95,0.0332416959148788
"97",96,0.0244775373342172
"98",97,0.0191035037037796
"99",98,0.0136783271536544
"100",99,0.00676136611087183
"101",100,0
