"","k","k.1","k.2","k.3","k.4","k.5","k.6","k.7","k.8","k.9","k.10","k.11","k.12","k.13","k.14","k.15","k.16","k.17","k.18","k.19","k.20","k.21","k.22","k.23","k.24","k.25","k.26","k.27","k.28","k.29","k.30","k.31","k.32","k.33","k.34","k.35","k.36","k.37","k.38","k.39","k.40","k.41","k.42","k.43","k.44","k.45","k.46","k.47","k.48","k.49"
"28",4,2,1,2,1,2,1,3,2,1,5,3,1,2,4,4,4,2,1,2,1,2,3,3,2,1,1,2,3,2,1,2,3,2,4,4,3,1,2,3,2,3,2,3,3,3,1,2,2,2
"29",3,2,2,4,5,3,1,2,4,3,3,2,2,3,1,1,3,6,1,2,4,1,1,1,2,1,1,4,1,1,2,3,2,1,1,1,2,1,1,2,4,3,2,1,2,4,1,1,1,2
"30",3,2,3,3,4,2,2,1,1,3,1,1,2,3,3,2,1,4,1,1,4,2,3,2,3,2,2,1,1,2,3,1,2,1,2,1,1,3,1,1,1,5,3,1,2,1,2,2,4,1
"31",1,3,2,1,2,2,1,1,3,3,3,2,3,3,2,1,2,5,2,4,1,1,2,2,1,1,3,1,1,1,2,1,4,1,1,3,1,1,3,3,5,4,2,2,3,1,2,3,5,4
"32",5,2,1,1,2,1,3,5,2,1,1,3,3,3,2,1,1,3,2,4,2,4,1,5,4,4,1,3,3,2,3,1,2,3,2,3,2,1,1,1,5,4,3,3,2,1,1,5,2,1
"33",2,2,2,3,2,1,1,4,1,5,1,2,1,3,1,4,1,1,2,1,4,2,2,2,3,2,2,4,2,2,3,1,3,1,1,4,1,1,4,3,2,3,1,1,1,5,3,2,1,3
"34",2,1,3,1,3,2,1,3,2,5,2,4,1,2,4,2,2,1,1,3,1,3,4,2,1,3,4,1,2,1,1,3,1,2,1,3,1,2,2,2,2,2,2,3,3,1,2,2,1,4
"35",5,1,1,2,4,1,3,3,1,2,2,2,3,1,4,2,3,1,1,3,3,1,5,3,1,6,5,4,1,2,1,3,5,4,2,1,1,1,2,6,4,2,2,2,3,1,1,4,1,4
"36",3,1,2,3,4,4,1,2,3,3,3,2,4,1,1,1,2,1,2,1,1,3,2,4,1,1,2,1,1,2,1,2,2,3,1,3,1,1,1,2,5,4,1,3,1,3,4,2,2,4
"37",1,5,3,1,3,1,3,2,1,1,5,4,1,4,2,1,1,3,1,2,1,1,2,1,2,1,1,2,3,4,7,2,1,3,3,2,4,2,1,4,1,3,3,6,4,2,1,2,3,1
"38",3,4,2,1,2,4,1,4,1,4,1,5,2,4,3,2,3,2,3,3,3,1,2,2,6,4,1,1,1,2,4,5,2,2,2,3,4,4,3,3,1,2,5,1,2,1,3,3,3,3
"39",2,3,1,1,3,3,2,2,1,2,4,2,3,3,1,1,3,2,2,4,2,6,2,3,1,5,1,4,1,3,1,2,2,2,3,3,3,1,1,5,2,5,2,1,4,1,2,2,2,1
"40",1,5,2,5,3,4,1,2,1,1,2,1,4,3,3,1,2,1,3,2,1,6,1,1,1,3,2,1,2,3,3,2,1,1,1,1,3,2,3,3,3,2,2,1,1,3,1,1,2,4
"41",1,1,1,4,2,1,2,2,3,3,1,3,2,1,3,4,2,4,3,1,1,3,1,2,1,2,4,3,3,1,4,1,2,2,3,3,2,2,3,5,1,5,3,4,5,5,3,1,2,4
"42",1,2,3,2,2,2,2,3,1,2,1,1,2,2,5,1,4,3,4,2,3,1,5,3,1,1,1,2,1,3,1,5,4,4,1,2,2,1,2,5,4,2,3,2,3,2,2,6,3,2
"43",3,1,1,2,2,5,1,4,1,2,6,1,2,1,2,4,5,3,2,3,1,6,1,3,3,2,1,3,2,1,2,5,2,2,1,1,4,1,1,1,2,2,2,1,5,3,3,6,5,2
"44",1,2,1,4,1,1,2,2,1,1,1,1,5,3,1,1,1,2,3,1,3,5,3,2,3,2,2,1,2,1,1,4,5,1,2,3,2,1,3,1,1,2,1,3,2,2,2,3,3,2
"45",3,5,2,5,2,1,1,1,4,2,4,4,1,3,1,1,1,3,2,3,2,2,3,2,3,1,2,1,1,2,3,1,2,2,1,2,3,3,1,1,2,2,1,3,4,3,4,1,1,1
"46",3,1,2,1,1,1,4,3,2,1,2,1,3,3,2,1,4,2,3,1,5,1,2,4,1,1,3,3,1,2,1,2,1,1,1,3,2,2,3,5,5,2,2,3,3,2,1,4,3,2
"47",4,4,1,1,2,2,4,1,1,1,1,1,3,2,1,1,5,1,1,7,3,1,1,1,1,2,4,2,1,3,2,2,2,1,4,5,2,2,2,2,1,3,3,1,1,3,2,3,2,3
"48",5,1,2,2,2,1,2,2,5,1,2,3,1,4,3,2,4,2,2,1,4,7,1,2,5,2,1,2,1,2,1,3,3,1,3,2,2,5,1,3,1,2,3,1,4,5,1,1,2,2
"49",1,1,1,3,4,6,1,1,2,4,1,2,2,3,3,4,1,1,5,2,2,3,2,3,3,1,3,1,1,3,3,2,1,1,3,4,3,1,3,2,1,1,2,1,4,2,2,5,5,4
"50",1,1,1,4,2,2,4,1,3,2,1,1,1,3,3,5,3,2,2,2,1,1,2,4,2,1,2,2,1,1,3,3,3,1,5,1,4,1,2,1,1,1,2,1,3,2,1,4,2,2
"51",2,3,4,2,2,2,1,1,1,1,1,3,1,4,4,1,2,1,6,2,1,2,2,1,4,2,2,1,3,4,2,1,3,2,4,3,2,1,3,2,2,1,1,1,3,2,3,3,3,2
"52",2,2,2,3,2,5,3,3,2,6,1,1,4,1,5,3,1,2,1,1,2,2,2,1,2,1,1,5,2,2,2,3,2,3,1,2,2,5,3,1,4,1,2,3,2,3,2,1,1,2
"53",3,2,2,4,3,2,2,3,6,1,1,2,2,3,3,4,1,1,2,1,1,5,2,1,4,2,2,1,3,5,2,1,2,1,4,1,3,3,1,1,3,1,2,3,1,2,2,7,2,2
"54",2,2,2,1,1,4,2,4,5,2,6,2,1,2,2,2,4,2,2,1,3,2,2,2,2,1,2,2,4,1,3,1,1,2,1,4,1,2,5,3,2,4,3,4,1,2,1,2,1,1
"55",2,1,4,1,4,1,2,2,5,3,3,2,3,1,2,2,2,2,2,3,3,3,4,1,2,4,3,1,4,4,1,1,1,2,1,3,2,3,4,2,1,3,1,2,1,1,2,1,4,3
"56",2,3,1,3,1,2,1,1,1,2,5,3,2,2,2,2,2,4,1,1,1,3,1,2,1,3,2,1,1,2,2,2,1,1,3,1,1,5,2,1,1,2,4,4,1,3,1,2,4,2
"57",3,2,3,1,3,1,5,2,2,1,1,4,1,1,1,4,2,2,2,2,1,4,3,2,3,2,4,1,5,4,3,1,1,6,1,1,1,3,1,4,2,3,1,2,2,1,2,5,5,1
"58",1,2,2,1,2,2,2,1,1,2,1,4,4,1,3,2,2,2,2,5,5,2,3,1,1,3,4,3,1,4,3,3,3,2,2,2,2,2,2,1,1,1,4,2,4,2,4,3,2,1
"59",1,2,1,3,2,1,1,2,1,1,3,1,3,1,2,2,2,1,1,4,1,2,4,2,1,5,4,2,1,4,2,3,2,3,4,2,1,2,4,3,2,9,1,1,2,2,1,5,2,1
"60",6,2,2,2,4,4,4,2,1,5,2,3,3,3,2,2,2,3,3,2,2,2,1,2,2,4,1,1,5,3,2,2,3,1,1,6,4,1,6,3,1,3,2,1,1,4,3,2,1,1
"61",1,3,2,1,1,1,2,2,1,1,1,1,3,3,2,4,1,1,1,3,2,1,1,3,2,1,1,4,3,4,5,6,1,1,1,2,3,2,4,4,3,2,1,3,3,3,3,2,3,2
"62",1,1,2,2,1,1,3,1,1,4,3,1,1,2,2,1,1,2,3,5,1,2,2,3,2,2,2,4,4,3,1,2,3,2,4,3,1,2,1,2,1,2,6,1,3,1,2,3,3,2
"63",1,3,3,2,1,1,3,3,5,3,2,4,1,3,5,3,2,1,4,1,2,5,1,1,2,5,4,2,1,2,2,1,2,2,3,2,2,5,2,4,2,2,1,1,1,3,3,1,4,1
"64",5,2,2,1,2,2,1,3,1,2,2,2,4,2,3,3,2,1,1,1,2,2,2,5,3,2,1,2,2,1,2,3,2,1,1,3,1,2,2,6,1,1,1,4,1,1,4,1,4,5
"65",2,1,2,2,3,4,4,4,2,1,2,2,1,1,4,4,1,2,3,2,1,3,1,2,3,2,1,3,1,1,2,1,1,1,1,3,3,6,2,3,1,1,4,1,3,4,1,2,3,1
"66",1,3,1,1,2,3,1,2,2,2,3,2,3,2,4,5,2,3,3,4,2,3,5,2,2,3,3,1,5,1,2,2,2,3,3,3,3,1,2,2,1,2,1,3,1,2,3,2,2,1
"67",2,1,3,1,1,2,3,2,2,3,1,3,2,2,2,3,4,4,5,1,5,4,2,2,5,4,3,2,6,3,1,2,3,1,2,4,3,3,1,1,1,2,4,4,3,2,2,3,4,2
"68",5,1,1,2,1,2,5,2,1,1,1,1,2,1,3,4,4,5,2,2,2,2,2,2,2,3,2,1,1,4,1,1,1,1,1,3,3,2,3,3,1,1,1,1,6,4,2,2,4,3
"69",1,1,1,3,1,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,3,1,1,4,3,2,3,3,3,2,3,2,2,2,2,2,4,2,1,1,2,4,2,1,2,2,2,2,1,1
"70",2,2,2,2,5,4,3,5,1,3,2,4,1,2,2,1,2,3,3,2,3,1,1,2,4,1,2,1,2,2,3,1,2,4,3,2,3,1,3,2,1,2,3,3,3,5,3,4,2,2
"71",2,1,1,2,3,3,1,3,1,5,2,1,2,5,4,2,2,2,3,1,3,2,1,1,1,2,1,2,2,2,1,2,3,2,6,2,2,4,1,2,2,1,4,5,1,3,1,6,4,2
"72",2,2,2,4,3,4,2,2,1,1,1,1,3,2,1,3,4,1,2,3,5,1,2,4,2,3,4,3,6,3,3,3,1,1,1,1,4,1,2,2,2,1,2,3,3,4,2,3,3,1
"73",1,1,1,6,5,3,1,2,2,4,2,1,1,2,2,2,4,1,3,3,1,3,2,3,3,2,3,2,1,2,2,2,2,1,1,2,3,3,1,2,2,1,2,1,1,2,3,2,1,1
"74",2,3,1,2,1,4,3,1,2,1,1,5,1,2,2,1,1,3,3,3,4,4,1,2,1,2,1,2,3,3,2,5,3,3,2,1,5,2,3,2,1,6,2,4,4,7,3,4,2,3
"75",3,1,3,2,2,4,1,3,2,3,7,1,3,1,2,2,1,3,2,3,4,2,1,1,4,2,3,2,1,1,1,2,6,2,6,4,2,5,4,5,3,1,2,2,2,2,1,1,1,3
"76",2,1,1,3,1,2,1,3,3,3,3,1,1,3,4,2,3,2,1,1,4,2,1,3,2,6,3,2,3,1,1,3,1,2,3,2,2,2,1,1,3,1,4,6,5,2,3,1,2,5
"77",3,1,3,1,4,3,1,4,2,3,3,2,2,1,2,4,1,5,2,4,3,1,2,3,3,4,4,4,3,3,1,4,2,3,2,4,1,2,3,2,2,1,2,2,1,1,2,3,4,2
"78",1,2,2,2,1,1,2,1,3,3,1,2,2,2,1,2,3,2,2,2,3,3,1,2,1,1,1,2,3,2,4,3,7,3,6,1,3,1,2,2,3,3,1,1,1,2,2,1,2,1
"79",4,2,5,2,2,5,3,2,1,2,3,1,1,1,1,3,2,1,1,1,1,4,1,3,6,3,2,1,2,1,3,1,2,2,2,4,5,1,3,2,1,3,4,2,4,1,4,2,3,3
"80",1,1,1,1,1,9,2,5,1,4,3,1,3,2,1,2,2,1,1,6,2,1,2,1,2,2,2,1,2,5,4,2,2,1,2,2,1,1,2,2,3,4,1,3,3,4,5,1,2,2
"81",2,2,4,3,3,1,5,1,2,1,7,4,2,1,1,1,1,1,2,1,4,4,2,2,2,3,1,2,2,3,1,2,4,1,1,5,3,3,1,5,6,2,4,4,3,3,2,2,2,2
"82",2,2,2,2,1,3,1,2,3,3,3,2,1,1,3,1,2,5,2,1,1,3,1,2,1,2,2,1,2,2,2,2,1,6,1,2,3,3,2,3,3,3,1,1,1,2,2,2,2,3
"83",2,3,1,3,1,3,1,1,3,4,2,1,3,4,2,1,1,4,6,2,3,4,1,2,3,1,1,2,2,6,1,1,2,1,1,1,1,3,2,1,3,1,2,6,1,2,2,3,1,2
"84",1,3,1,2,3,2,4,2,1,2,1,3,3,2,4,1,2,1,3,3,2,2,1,3,2,5,2,1,2,4,3,2,1,1,1,1,7,1,3,1,2,2,2,1,1,1,3,1,2,2
"85",5,2,1,1,1,2,2,3,1,3,2,3,1,1,2,2,2,2,1,1,1,2,1,5,2,2,2,3,1,1,2,1,3,4,4,2,3,3,3,3,1,2,2,3,4,1,5,3,4,1
"86",1,4,1,2,3,3,2,3,4,2,2,2,2,4,3,2,2,2,1,1,1,4,3,3,4,3,1,3,4,3,3,1,4,1,5,2,3,2,1,1,1,2,2,4,2,1,3,2,5,3
"87",3,1,4,4,2,2,3,1,1,2,2,2,1,4,1,4,1,3,5,5,2,1,2,2,1,1,2,1,3,1,2,2,2,2,2,1,1,2,2,2,1,3,2,1,4,1,1,2,1,4
"88",4,3,3,4,1,4,2,3,3,3,1,4,1,2,3,1,1,1,1,2,3,1,2,3,4,1,3,2,1,2,1,2,1,4,2,2,2,3,1,2,2,5,4,4,2,1,3,2,1,4
"89",1,1,3,3,4,2,2,1,2,3,1,1,1,4,5,5,1,1,1,4,3,2,4,3,3,2,1,2,2,3,2,3,2,2,1,2,1,3,4,3,5,3,2,3,2,1,1,4,2,4
"90",3,3,2,1,2,1,2,1,3,1,2,1,3,3,3,4,1,1,2,3,1,1,3,4,1,2,2,2,1,1,4,1,3,4,2,2,1,2,1,4,2,4,1,1,1,5,1,2,2,6
"91",2,2,1,3,4,2,2,1,2,3,4,1,5,1,2,3,5,1,1,4,1,3,2,2,1,1,1,4,1,1,3,3,3,3,1,2,1,2,2,6,3,1,1,4,1,2,2,1,2,3
"92",2,4,2,3,1,3,3,2,3,3,3,2,2,1,2,1,4,2,3,3,2,1,2,1,1,3,2,1,3,4,4,1,4,1,3,2,3,6,5,1,1,5,1,1,2,2,1,2,5,2
"93",2,2,2,1,4,1,1,2,1,3,1,2,1,2,2,5,1,1,2,1,3,4,3,1,2,4,3,1,4,2,3,7,1,1,3,5,3,3,4,2,1,3,1,4,3,3,1,4,4,1
"94",2,3,1,2,1,3,1,3,2,2,2,6,3,3,2,5,4,2,1,1,1,3,2,3,1,2,2,1,2,3,2,3,1,2,2,2,2,1,1,1,2,2,2,2,3,2,1,1,2,2
"95",2,1,3,3,3,4,2,1,2,1,4,2,1,2,3,4,2,4,3,4,2,2,2,2,3,5,3,2,2,1,1,1,2,3,1,1,3,2,3,1,1,4,3,3,1,3,2,2,2,1
"96",1,2,3,3,1,3,3,2,3,2,1,1,1,2,2,1,2,1,1,5,1,2,2,1,2,5,4,1,3,2,3,1,3,1,1,2,1,2,2,4,3,4,4,1,2,1,1,1,2,1
"97",3,5,2,4,1,2,1,2,1,2,2,1,1,2,2,4,1,3,4,1,2,2,1,3,2,3,1,1,1,3,1,3,4,1,2,1,1,2,1,2,3,1,3,2,2,5,2,3,4,4
"98",1,4,2,4,3,3,2,4,1,2,2,4,3,3,1,1,3,1,1,1,3,1,1,3,2,1,2,2,2,3,2,2,1,3,1,1,1,2,2,7,2,2,3,3,2,7,2,1,2,3
"99",3,1,2,6,2,4,2,4,2,4,6,1,1,4,1,1,3,5,3,2,1,2,6,2,2,1,3,3,3,1,1,4,1,1,2,4,3,4,3,2,3,1,5,3,1,1,3,2,1,2
"100",2,3,1,2,3,1,3,1,2,2,2,2,3,2,2,2,8,5,8,3,1,2,1,3,5,1,2,1,1,1,4,3,1,2,4,2,2,1,2,5,3,4,1,4,3,2,1,1,1,1
