"","Reductions","values"
"1",0,1
"2",1,0.987172068647187
"3",2,0.975809663616822
"4",3,0.964727237096734
"5",4,0.954113135105455
"6",5,0.943167195856048
"7",6,0.930339215718394
"8",7,0.918538439497283
"9",8,0.905926478397957
"10",9,0.894126779875747
"11",10,0.883677439411289
"12",11,0.872226937093672
"13",12,0.860538546371204
"14",13,0.849754206859085
"15",14,0.837295804876988
"16",15,0.825916234468641
"17",16,0.815097669913856
"18",17,0.805549363414608
"19",18,0.794657694961751
"20",19,0.784686463265271
"21",20,0.774003349178368
"22",21,0.762925211744066
"23",22,0.75164599423842
"24",23,0.74070912835096
"25",24,0.731674173848996
"26",25,0.720073463359407
"27",26,0.709796163673287
"28",27,0.699314952703215
"29",28,0.689419274886121
"30",29,0.678646176183328
"31",30,0.668614226929478
"32",31,0.657743339015087
"33",32,0.648142153582863
"34",33,0.636484033740234
"35",34,0.627303119152075
"36",35,0.614653963074492
"37",36,0.604701171923403
"38",37,0.592570375636826
"39",38,0.582015289868337
"40",39,0.571683532940928
"41",40,0.561921824004472
"42",41,0.550732387407999
"43",42,0.540429770041274
"44",43,0.53154151051315
"45",44,0.521321842145263
"46",45,0.510894450916996
"47",46,0.501428184155053
"48",47,0.489737318693156
"49",48,0.481398484586383
"50",49,0.46993412490361
"51",50,0.460021105463468
"52",51,0.450213678813649
"53",52,0.440843611889613
"54",53,0.430659029060028
"55",54,0.420320204096465
"56",55,0.410282873735019
"57",56,0.400164561252943
"58",57,0.39100630029402
"59",58,0.381911101040344
"60",59,0.372340995813201
"61",60,0.362704845818029
"62",61,0.353427229585266
"63",62,0.344484465060287
"64",63,0.335127212463091
"65",64,0.325391835675701
"66",65,0.316556722578033
"67",66,0.306730996448581
"68",67,0.29696202293919
"69",68,0.28771563880033
"70",69,0.279710174427431
"71",70,0.269780869448214
"72",71,0.260675556861628
"73",72,0.251533294494315
"74",73,0.242485260332669
"75",74,0.232382077845465
"76",75,0.221863636384257
"77",76,0.211552300653995
"78",77,0.203970273834688
"79",78,0.194230736615128
"80",79,0.185222777654763
"81",80,0.175300373803858
"82",81,0.165446889285269
"83",82,0.155699008161003
"84",83,0.148195809140916
"85",84,0.139714712215453
"86",85,0.13061473969045
"87",86,0.121381395084634
"88",87,0.113221737023264
"89",88,0.104844135409387
"90",89,0.0958318643150594
"91",90,0.0867240654272946
"92",91,0.0775078918777596
"93",92,0.0683693267883516
"94",93,0.0598089969551289
"95",94,0.0514730612168815
"96",95,0.0436970392857174
"97",96,0.0350116697950233
"98",97,0.0262165172236482
"99",98,0.0179041427122071
"100",99,0.00891209084801154
"101",100,0
